,ID,ID,ID,ID,ID,unique_goals,unique_goals,unique_goals,unique_goals,unique_goals,total_returns,total_returns,total_returns,total_returns,total_returns,seconds_per_goal,seconds_per_goal,seconds_per_goal,seconds_per_goal,seconds_per_goal,seconds_to_first_goal_switch,seconds_to_first_goal_switch,seconds_to_first_goal_switch,seconds_to_first_goal_switch,seconds_to_first_goal_switch,impasses,impasses,impasses,impasses,impasses,input_count_exploring,input_count_exploring,input_count_exploring,input_count_exploring,input_count_exploring,time_in_level_seconds,time_in_level_seconds,time_in_level_seconds,time_in_level_seconds,time_in_level_seconds,avg_impasse_per_goal,avg_impasse_per_goal,avg_impasse_per_goal,avg_impasse_per_goal,avg_impasse_per_goal
,mean,median,std,min,max,mean,median,std,min,max,mean,median,std,min,max,mean,median,std,min,max,mean,median,std,min,max,mean,median,std,min,max,mean,median,std,min,max,mean,median,std,min,max,mean,median,std,min,max
Cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,168.1764705882353,168.0,71.81071933746873,45,258,6.588235294117647,6.0,1.3719886811400706,4,9,17.11764705882353,16.0,6.660352401911409,10,33,61.933496778711486,67.7165,28.23370121980151,15.138833333333332,105.20316666666668,9.876529411764707,9.6,5.083381171986406,2.417,21.784,91.88235294117646,72.0,43.85470663586346,43,178,526.8235294117648,585.0,258.51480501465426,106,1030,611.0342352941177,595.433,276.0001598143852,213.867,1091.6,14.63186274509804,11.6,7.482787333608513,6.333333333333333,29.2
2,144.63076923076923,152.0,72.4393214246347,6,251,3.753846153846154,4.0,1.262818885850833,2,7,1.9692307692307693,2.0,1.9362433890238235,0,8,17.016731208791207,10.0064,16.892852014597263,2.425,77.3732,7.439969230769231,7.766,3.1405878230099638,0.383,12.467,15.015384615384615,11.0,15.55985651011553,0,75,100.3076923076923,47.0,103.07641629467842,8,466,116.30944615384615,79.183,119.12673117394124,8.9,479.233,4.123846153846154,3.5,3.5203759185498904,0.0,16.75
3,143.92424242424244,167.5,75.78802637438811,2,257,4.0606060606060606,4.0,1.5578958973691492,2,8,2.984848484848485,2.0,3.208126336676065,0,12,31.009402182539684,20.6291875,27.77869252349902,5.45825,149.17233333333334,20.91331818181818,18.333,6.796733822289126,12.75,39.35,23.151515151515152,16.0,28.353397530369293,0,173,117.39393939393939,94.0,104.63355525729251,10,524,192.54466666666667,133.633,168.37458182282222,17.7,780.432,6.495887445887446,5.266666666666667,5.903492501290668,0.0,34.6
