ID,Session_timestamp,Level_timestamp,Event_type,Event,Details,epoch_time,Ruleset,win_or_quit,goals,impasses,time_offset
211,0:29:52:866,0:6:53:016,input,left,,1652481753866.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:53:033,0:6:53:183,change,update,baba:3:7:2,1652481754033.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,167
211,0:29:53:033,0:6:53:183,input,left,,1652481754033.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:53:900,0:6:54:050,change,update,baba:3:7:1,1652481754900.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,867
211,0:29:53:900,0:6:54:050,change,update,baba:11:6:1,1652481754900.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:53:900,0:6:54:050,change,update,baba:3:6:1,1652481754900.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:53:900,0:6:54:050,change,update,baba:11:5:1,1652481754900.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:53:900,0:6:54:050,input,up,,1652481754900.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:54:316,0:6:54:466,change,update,baba:3:6:2,1652481755316.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,416
211,0:29:54:316,0:6:54:466,change,update,baba:11:5:2,1652481755316.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:54:316,0:6:54:466,change,update,baba:2:6:2,1652481755316.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:54:316,0:6:54:466,input,left,,1652481755316.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:54:483,0:6:54:633,change,update,baba:1:6:2,1652481755483.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,167
211,0:29:54:483,0:6:54:633,input,left,,1652481755483.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:54:700,0:6:54:850,change,update,baba:1:6:1,1652481755700.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,217
211,0:29:54:700,0:6:54:850,change,update,baba:11:5:1,1652481755700.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:54:700,0:6:54:850,change,update,baba:1:5:1,1652481755700.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:54:700,0:6:54:850,change,update,baba:11:4:1,1652481755700.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:54:700,0:6:54:850,input,up,,1652481755700.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:54:866,0:6:55:016,change,update,baba:1:4:1,1652481755866.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,166
211,0:29:54:866,0:6:55:016,input,up,,1652481755866.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:55:166,0:6:55:316,change,update,baba:1:3:1,1652481756166.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,300
211,0:29:55:166,0:6:55:316,input,up,,1652481756166.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:55:466,0:6:55:616,change,update,baba:1:3:0,1652481756466.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,300
211,0:29:55:466,0:6:55:616,change,update,baba:11:4:0,1652481756466.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:55:466,0:6:55:616,change,update,baba:12:4:0,1652481756466.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:55:466,0:6:55:616,change,update,text_you:5:3:0,1652481756466.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:55:466,0:6:55:616,change,update,text_is:4:3:0,1652481756466.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:55:466,0:6:55:616,change,update,text_baba:3:3:0,1652481756466.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:55:466,0:6:55:616,change,update,baba:2:3:0,1652481756466.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:55:466,0:6:55:616,input,right,,1652481756466.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:55:633,0:6:55:783,change,update,baba:13:4:0,1652481756633.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,167
211,0:29:55:633,0:6:55:783,change,update,text_you:6:3:0,1652481756633.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:55:633,0:6:55:783,change,update,text_is:5:3:0,1652481756633.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:55:633,0:6:55:783,change,update,text_baba:4:3:0,1652481756633.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:55:633,0:6:55:783,change,update,baba:3:3:0,1652481756633.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:55:633,0:6:55:783,input,right,,1652481756633.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:57:050,0:6:57:200,change,update,text_flag:8:3:0,1652481758050.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,1417
211,0:29:57:050,0:6:57:200,change,update,text_you:7:3:0,1652481758050.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:57:050,0:6:57:200,change,update,text_is:6:3:0,1652481758050.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:57:050,0:6:57:200,change,update,text_baba:5:3:0,1652481758050.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:57:050,0:6:57:200,change,update,baba:4:3:0,1652481758050.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:57:050,0:6:57:200,event,rule_remove,7:3:flag is win ,1652481758050.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:29:57:050,0:6:57:200,input,right,,1652481758050.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:29:57:216,0:6:57:366,change,update,text_flag:9:3:0,1652481758216.0,"['wall is stop ', 'baba is you ']",,goal_0,,166
211,0:29:57:216,0:6:57:366,change,update,text_you:8:3:0,1652481758216.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:29:57:216,0:6:57:366,change,update,text_is:7:3:0,1652481758216.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:29:57:216,0:6:57:366,change,update,text_baba:6:3:0,1652481758216.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:29:57:216,0:6:57:366,change,update,baba:5:3:0,1652481758216.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:29:57:216,0:6:57:366,input,right,,1652481758216.0,"['wall is stop ', 'baba is you ']",,goal_0,,0
211,0:29:58:300,0:6:58:450,input,undo,,1652481759300.0,"['wall is stop ', 'baba is you ']",,goal_0,,1084
211,0:29:58:450,0:6:58:600,input,undo,,1652481759450.0,"['wall is stop ', 'baba is you ']",,goal_0,,150
211,0:29:58:450,0:6:58:600,revert,rule_add,7:3:flag is win ,1652481759450.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:58:600,0:6:58:750,input,undo,,1652481759600.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,150
211,0:29:59:666,0:6:59:816,change,update,baba:2:3:3,1652481760666.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,1066
211,0:29:59:666,0:6:59:816,change,update,baba:12:4:3,1652481760666.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:59:666,0:6:59:816,change,update,baba:2:4:3,1652481760666.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:59:666,0:6:59:816,change,update,baba:12:5:3,1652481760666.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:59:666,0:6:59:816,input,down,,1652481760666.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:59:833,0:6:59:983,change,update,baba:2:5:3,1652481760833.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,167
211,0:29:59:833,0:6:59:983,change,update,baba:12:6:3,1652481760833.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:29:59:833,0:6:59:983,input,down,,1652481760833.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:0:283,0:7:0:433,change,update,baba:2:5:0,1652481761283.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,450
211,0:30:0:283,0:7:0:433,change,update,baba:12:6:0,1652481761283.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:0:283,0:7:0:433,change,update,baba:3:5:0,1652481761283.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:0:283,0:7:0:433,change,update,baba:13:6:0,1652481761283.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:0:283,0:7:0:433,input,right,,1652481761283.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:0:450,0:7:0:600,change,update,baba:4:5:0,1652481761450.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,167
211,0:30:0:450,0:7:0:600,input,right,,1652481761450.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:0:616,0:7:0:766,change,update,baba:5:5:0,1652481761616.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,166
211,0:30:0:616,0:7:0:766,input,right,,1652481761616.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:1:416,0:7:1:566,change,update,baba:5:5:3,1652481762416.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,800
211,0:30:1:416,0:7:1:566,change,update,baba:13:6:3,1652481762416.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:1:416,0:7:1:566,change,update,baba:5:6:3,1652481762416.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:1:416,0:7:1:566,input,down,,1652481762416.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:2:250,0:7:2:400,change,update,baba:5:6:0,1652481763250.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,834
211,0:30:2:250,0:7:2:400,change,update,baba:13:6:0,1652481763250.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:2:250,0:7:2:400,change,update,baba:6:6:0,1652481763250.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:2:250,0:7:2:400,input,right,,1652481763250.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:2:416,0:7:2:566,change,update,baba:7:6:0,1652481763416.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,166
211,0:30:2:416,0:7:2:566,input,right,,1652481763416.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:2:583,0:7:2:733,change,update,baba:8:6:0,1652481763583.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,167
211,0:30:2:583,0:7:2:733,input,right,,1652481763583.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:3:050,0:7:3:200,change,update,baba:8:6:1,1652481764050.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,467
211,0:30:3:050,0:7:3:200,change,update,baba:13:6:1,1652481764050.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:3:050,0:7:3:200,change,update,baba:8:5:1,1652481764050.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:3:050,0:7:3:200,change,update,baba:13:5:1,1652481764050.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:3:050,0:7:3:200,input,up,,1652481764050.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:3:216,0:7:3:366,change,update,baba:8:4:1,1652481764216.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,166
211,0:30:3:216,0:7:3:366,change,update,baba:13:4:1,1652481764216.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:3:216,0:7:3:366,input,up,,1652481764216.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:4:616,0:7:4:766,change,update,baba:8:3:1,1652481765616.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,1400
211,0:30:4:616,0:7:4:766,input,up,,1652481765616.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:4:933,0:7:5:083,change,update,baba:8:2:1,1652481765933.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,317
211,0:30:4:933,0:7:5:083,input,up,,1652481765933.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:6:350,0:7:6:500,change,update,baba:8:2:3,1652481767350.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,1417
211,0:30:6:350,0:7:6:500,change,update,baba:13:4:3,1652481767350.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:6:350,0:7:6:500,change,update,baba:8:3:3,1652481767350.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:6:350,0:7:6:500,change,update,baba:13:5:3,1652481767350.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
211,0:30:6:350,0:7:6:500,input,down,,1652481767350.0,"['wall is stop ', 'baba is you ', 'flag is win ']",,goal_1,,0
